Question,Ref_Answer,DocID,Category
Can you tell me more about the Buggy Bash?,"Buggy Bash RD24 is here! Join buggy students and alumni for a night of food, trivia and our finals lead truck auction. This auction will be open on the Buggy Alumni Association website on April 11 until 11 p.m.  Note: Registration required. Walk-ins are welcome as space permits. No event fee. This event is open to the Buggy community and their guests.",Events_data/Documents/Apr-12_Eventno_51_BuggyBash.txt,Events
What is the timing for the Reunion Exclusive Tours?,Timings for Reunion Exclusive Tours are 10:00 AM-1:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_11_ReunionExclusiveTours.txt,Events
Who can attend Reunion Exclusive Tours?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_11_ReunionExclusiveTours.txt,Events
Where is Reunion Exclusive Tours taking place?,Starting location: Reunion Tent,Events_data/Documents/Apr-12_Eventno_11_ReunionExclusiveTours.txt,Events
Can you tell me more about the Reunion Exclusive Tours?,"The Reunion Tent is #4 on the map.  Be sure to register early for these Reunion exclusive tours! Full descriptions listed in registration.  Underground Steam Tunnels 10 a.m., 11:15 a.m. and 12:30 p.m. (accessible) Highmark Center for Health, Wellness and Athletics Tours 10 a.m. and 11 a.m. School of Drama Costume Design Tour 10 a.m. and 11:30 a.m. Exclusive 25th and 50th Campus Tours: When Did They Build That? 12 p.m.  Note: Registration required. No event fee. Open to Reunion alumni only. When tours reach capacity, you may go to the Reunion Tent 15 minutes prior to tour to be on standby.",Events_data/Documents/Apr-12_Eventno_11_ReunionExclusiveTours.txt,Events
What is the timing for the Heinz Network Pittsburgh (Invitation Only)?,Timings for Heinz Network Pittsburgh (Invitation Only) are 6:30 PM-8:30 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_50_HeinzNetworkPittsburghInvitationOnly.txt,Events
Who can attend Heinz Network Pittsburgh (Invitation Only)?,Open to members of the Heinz community.,Events_data/Documents/Apr-12_Eventno_50_HeinzNetworkPittsburghInvitationOnly.txt,Events
Where is Heinz Network Pittsburgh (Invitation Only) taking place?,No information mentioned on the website.,Events_data/Documents/Apr-12_Eventno_50_HeinzNetworkPittsburghInvitationOnly.txt,Events
Can you tell me more about the Heinz Network Pittsburgh (Invitation Only)?,"A long-standing tradition that brings together current students, Pittsburgh alumni and Heinz College faculty and staff. Enjoy beverages and light appetizers while you connect with the Heinz community.  Note: Separate registration required.",Events_data/Documents/Apr-12_Eventno_50_HeinzNetworkPittsburghInvitationOnly.txt,Events
What is the timing for the Mixed Reality: A Virtual Reality Escape Room Experience?,Timings for Mixed Reality: A Virtual Reality Escape Room Experience are 2:00 PM-11:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_31_MixedRealityAVirtualRealityEscapeRoomExperience.txt,Events
Who can attend Mixed Reality: A Virtual Reality Escape Room Experience?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_31_MixedRealityAVirtualRealityEscapeRoomExperience.txt,Events
Where is Mixed Reality: A Virtual Reality Escape Room Experience taking place?,Location TBA,Events_data/Documents/Apr-12_Eventno_31_MixedRealityAVirtualRealityEscapeRoomExperience.txt,Events
Can you tell me more about the Mixed Reality: A Virtual Reality Escape Room Experience?,"Get ready to experience an evolution of gaming as participants step through a Meta Quest 3-powered walkthrough/escape room with interactive installations. This project is part of the LBE Project Showcase, which is hosted by master's students from the Entertainment Technology Center (ETC).  Note: No advance registration required. No event fee. This event is open to the entire CMU community and their guests. This experience is recommended for children ages 12 and older. ",Events_data/Documents/Apr-12_Eventno_31_MixedRealityAVirtualRealityEscapeRoomExperience.txt,Events
What is the timing for the NROTC Award Ceremony?,Timings for NROTC Award Ceremony are 4:00 PM-5:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_42_NROTCAwardCeremony.txt,Events
Who can attend NROTC Award Ceremony?,Open to NROTC Community.,Events_data/Documents/Apr-12_Eventno_42_NROTCAwardCeremony.txt,Events
Where is NROTC Award Ceremony taking place?,"McConomy Auditorium, Cohon University Center",Events_data/Documents/Apr-12_Eventno_42_NROTCAwardCeremony.txt,Events
Can you tell me more about the NROTC Award Ceremony?,Join the NROTC as they recognize outstanding academic achievement at the annual Award Ceremony. Reception immediately follows.  Note: No registration required. No event fee. This event is open to the NROTC community and their guests.,Events_data/Documents/Apr-12_Eventno_42_NROTCAwardCeremony.txt,Events
What is the timing for the Heinz Alumni Association Awards (Invitation Only)?,Timings for Heinz Alumni Association Awards (Invitation Only) are 6:00 PM-6:45 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_48_HeinzAlumniAssociationAwardsInvitationOnly.txt,Events
Who can attend Heinz Alumni Association Awards (Invitation Only)?,Open to members of the Heinz community.,Events_data/Documents/Apr-12_Eventno_48_HeinzAlumniAssociationAwardsInvitationOnly.txt,Events
Where is Heinz Alumni Association Awards (Invitation Only) taking place?,No information mentioned on the website.,Events_data/Documents/Apr-12_Eventno_48_HeinzAlumniAssociationAwardsInvitationOnly.txt,Events
Can you tell me more about the Heinz Alumni Association Awards (Invitation Only)?,Heinz College Alumni Award Presentation and Reception hosted by Dean Ramayya Krishnan and the Heinz College Alumni Association Board as we recognize the achievements of three of our outstanding alumni. Check out the Heinz Alumni Association Awards Program to learn about this year's recipients and details about the awards.  Note: Separate registration required.,Events_data/Documents/Apr-12_Eventno_48_HeinzAlumniAssociationAwardsInvitationOnly.txt,Events
What is the timing for the Biomedical Engineering (BME) Sweets and Treats?,Timings for Biomedical Engineering (BME) Sweets and Treats are 2:00 PM-4:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_32_BiomedicalEngineeringBMESweetsandTreats.txt,Events
Who can attend Biomedical Engineering (BME) Sweets and Treats?,No information mentioned on the website..,Events_data/Documents/Apr-12_Eventno_32_BiomedicalEngineeringBMESweetsandTreats.txt,Events
Where is Biomedical Engineering (BME) Sweets and Treats taking place?,"3rd Floor Collaboratory, Scott Hall",Events_data/Documents/Apr-12_Eventno_32_BiomedicalEngineeringBMESweetsandTreats.txt,Events
Can you tell me more about the Biomedical Engineering (BME) Sweets and Treats?,"Meet, mix and mingle with alumni, current students and faculty. Get an update on current events in the department. Families and children are welcome!  Note: Registration required. Walk-ins are welcome as space permits. No event fee. This event is open to the BME community and their guests.",Events_data/Documents/Apr-12_Eventno_32_BiomedicalEngineeringBMESweetsandTreats.txt,Events
What is the timing for the Reunion Reserved Seating During Campus Community Lunch?,Timings for Reunion Reserved Seating During Campus Community Lunch are 11:30 AM-1:30 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_23_ReunionReservedSeatingDuringCampusCommunityLunch.txt,Events
Who can attend Reunion Reserved Seating During Campus Community Lunch?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_23_ReunionReservedSeatingDuringCampusCommunityLunch.txt,Events
Where is Reunion Reserved Seating During Campus Community Lunch taking place?,"Reunion Tent, The Cut",Events_data/Documents/Apr-12_Eventno_23_ReunionReservedSeatingDuringCampusCommunityLunch.txt,Events
Can you tell me more about the Reunion Reserved Seating During Campus Community Lunch?,The Reunion Tent is #4 on the map.  Reunion attendees are welcome to celebrate campus sustainability at a complimentary lunch open to the entire CMU community. There will be reserved seating in the Reunion Tent for all Reunion celebrants with a name badge.  Note: No registration required. Walk-ins welcome. No event fee. This event is open to alumni Reunion celebrants and their guests only. ,Events_data/Documents/Apr-12_Eventno_23_ReunionReservedSeatingDuringCampusCommunityLunch.txt,Events
What is the timing for the 50th Reunion Breakfast/Then & Now Presentation (1974)?,Timings for 50th Reunion Breakfast/Then & Now Presentation (1974) are 9:00 AM-11:00 AM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_9_50thReunionBreakfastThenNowPresentation1974.txt,Events
Who can attend 50th Reunion Breakfast/Then & Now Presentation (1974)?,Reunion Exclusive.,Events_data/Documents/Apr-12_Eventno_9_50thReunionBreakfastThenNowPresentation1974.txt,Events
Where is 50th Reunion Breakfast/Then & Now Presentation (1974) taking place?,"Danforth Conference Room and Lounge, 2nd Floor, Cohon University Center",Events_data/Documents/Apr-12_Eventno_9_50thReunionBreakfastThenNowPresentation1974.txt,Events
Can you tell me more about the 50th Reunion Breakfast/Then & Now Presentation (1974)?,"Join fellow classmates for a welcome breakfast, reliving your time as students and learning about today’s Carnegie Mellon from University Archivist Julia Corrin.  Can't make it back to campus? Register for the livestream during registration. Additionally, a closed-captioned recording will be available on the Carnival website a week after Carnival.  Note: Registration required. No event fee. This event is open to the Class of 1974 and Half Century Tartan Reunion celebrants.",Events_data/Documents/Apr-12_Eventno_9_50thReunionBreakfastThenNowPresentation1974.txt,Events
"What is the timing for the ChemE Alumni, Faculty & Student Mixer?","Timings for ChemE Alumni, Faculty & Student Mixer are 3:00 PM-5:00 PM ET on 4/12/24.",Events_data/Documents/Apr-12_Eventno_33_ChemEAlumniFacultyStudentMixer.txt,Events
"Who can attend ChemE Alumni, Faculty & Student Mixer?",Open to alumni and families of the ChemE community.,Events_data/Documents/Apr-12_Eventno_33_ChemEAlumniFacultyStudentMixer.txt,Events
"Where is ChemE Alumni, Faculty & Student Mixer taking place?","Room A227, Doherty Hall",Events_data/Documents/Apr-12_Eventno_33_ChemEAlumniFacultyStudentMixer.txt,Events
"Can you tell me more about the ChemE Alumni, Faculty & Student Mixer?",ChemE alumni are invited to join the faculty and students in the Rothfus Lab for a meet and greet with refreshments. Catch up on what's new with student and faculty research projects and other department activities.  Note: Registration required. Walk-ins are welcome as space permits. No event fee. This event is open to the ChemE community and their guests.,Events_data/Documents/Apr-12_Eventno_33_ChemEAlumniFacultyStudentMixer.txt,Events
What is the timing for the Engineering and Public Policy (EPP) Ice Cream Social?,Timings for Engineering and Public Policy (EPP) Ice Cream Social are 3:30 PM-5:30 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_37_EngineeringandPublicPolicyEPPIceCreamSocial.txt,Events
Who can attend Engineering and Public Policy (EPP) Ice Cream Social?,Open to EPP community.,Events_data/Documents/Apr-12_Eventno_37_EngineeringandPublicPolicyEPPIceCreamSocial.txt,Events
Where is Engineering and Public Policy (EPP) Ice Cream Social taking place?,Location TBA,Events_data/Documents/Apr-12_Eventno_37_EngineeringandPublicPolicyEPPIceCreamSocial.txt,Events
Can you tell me more about the Engineering and Public Policy (EPP) Ice Cream Social?,"EPP students, alumni, parents and families are invited to join the EPP faculty and staff for ice cream sundaes.  Note: Registration required. Walk-ins are welcome as space permits. No event fee. This event is open to EPP alumni and their guests. ",Events_data/Documents/Apr-12_Eventno_37_EngineeringandPublicPolicyEPPIceCreamSocial.txt,Events
"What is the timing for the Lunar Bots, Roll Out!?","Timings for Lunar Bots, Roll Out! are 11:00 AM-7:00 PM ET on 4/12/24.",Events_data/Documents/Apr-12_Eventno_16_LunarBotsRollOut.txt,Events
"Who can attend Lunar Bots, Roll Out!?",Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_16_LunarBotsRollOut.txt,Events
"Where is Lunar Bots, Roll Out! taking place?","Midway Activities Tent, The Cut",Events_data/Documents/Apr-12_Eventno_16_LunarBotsRollOut.txt,Events
"Can you tell me more about the Lunar Bots, Roll Out!?","Lunar Bots will be in the Activities Tent, which is #3 on the map.  Come check out CMU's lunar rovers, meet the students who just operated the first American robotic lunar rover in space at irisrover.space, drive one of our test robots, and get some cool space mission merch! Follow us on Instagram @iris_rover and @cmumoonranger. Additional weekend hours are 3-7 p.m. on  Thursday and 11 a.m.-7 p.m. on Saturday.  Note: No registration required. No event fee. This event is open to the CMU community.",Events_data/Documents/Apr-12_Eventno_16_LunarBotsRollOut.txt,Events
What is the timing for the Order of the May (Invitation Only)?,Timings for Order of the May (Invitation Only) are 6:00 PM-8:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_49_OrderoftheMayInvitationOnly.txt,Events
Who can attend Order of the May (Invitation Only)?,"Private event, invitation only.",Events_data/Documents/Apr-12_Eventno_49_OrderoftheMayInvitationOnly.txt,Events
Where is Order of the May (Invitation Only) taking place?,No information mentioned on the website.,Events_data/Documents/Apr-12_Eventno_49_OrderoftheMayInvitationOnly.txt,Events
Can you tell me more about the Order of the May (Invitation Only)?,"The Order of the May celebrates consecutive giving to the university, with a formal induction of donors who have given consecutively for 25 years as lifetime members of the Order. This signature event has become a tradition for consecutive donors and provides CMU with a unique opportunity to recognize their loyalty. A reception will follow the ceremony. Learn more about the Order of the May.  Note: Separate reservation required. ",Events_data/Documents/Apr-12_Eventno_49_OrderoftheMayInvitationOnly.txt,Events
What is the timing for the Buggy Donut Tent?,Timings for Buggy Donut Tent are 8:00 AM-12:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_1_BuggyDonutTent.txt,Events
Who can attend Buggy Donut Tent?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_1_BuggyDonutTent.txt,Events
Where is Buggy Donut Tent taking place?,"Tent, Frew Street",Events_data/Documents/Apr-12_Eventno_1_BuggyDonutTent.txt,Events
Can you tell me more about the Buggy Donut Tent?,The Donut Tent is #17 on the map.  Stop by to grab a donut and refreshments in between watching the races! Sponsored by the CMU Alumni Association.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.,Events_data/Documents/Apr-12_Eventno_1_BuggyDonutTent.txt,Events
What is the timing for the Carnival Activities Tent?,Timings for Carnival Activities Tent are 11:00 AM-7:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_13_CarnivalActivitiesTent.txt,Events
Who can attend Carnival Activities Tent?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_13_CarnivalActivitiesTent.txt,Events
Where is Carnival Activities Tent taking place?,"Midway, The Cut",Events_data/Documents/Apr-12_Eventno_13_CarnivalActivitiesTent.txt,Events
Can you tell me more about the Carnival Activities Tent?,"The Activities Tent is #3 on the map.  Featuring entertainment and games for students, alumni, faculty and staff throughout the entire weekend. Sponsored by the Spring Carnival Committee and the CMU Alumni Association.  Activities include:  Face painter (11 a.m.-3 p.m.) Lunar Bots Demo (11 a.m.-7 p.m.) Photobooth with takeaway (11 a.m.-7 p.m.) Arcade games (11 a.m.-7 p.m.) Balloon artist (1-3 p.m.) Crafting with HR Family Care Initiatives (1-4 p.m.) Crafting with the Carnival Committee (2-4 p.m.) Airbrush artist (3:30-7 p.m.) Balloon artist (3:30-7 p.m.)  Note: No registration required. No event fee. This event is open to students, faculty, staff and alumni. Parents: Check out the separate kidzone area for kid-focused fun and activities.  Weekend hours:  Thursday: 3-7 p.m. Friday & Saturday: 11 a.m. to 7 p.m.",Events_data/Documents/Apr-12_Eventno_13_CarnivalActivitiesTent.txt,Events
What is the timing for the Dog Houses Display?,Timings for Dog Houses Display are 11:00 AM-11:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_14_DogHousesDisplay.txt,Events
Who can attend Dog Houses Display?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_14_DogHousesDisplay.txt,Events
Where is Dog Houses Display taking place?,Between CUC Pillars,Events_data/Documents/Apr-12_Eventno_14_DogHousesDisplay.txt,Events
Can you tell me more about the Dog Houses Display?,"The Dog Houses display is #7 on the map.  In addition to Booth, be sure to check out the creative dog houses built by various CMU organizations and groups.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.  Weekend hours:  Thursday: 3-11 p.m. Friday and Saturday: 11 a.m.-11 p.m.",Events_data/Documents/Apr-12_Eventno_14_DogHousesDisplay.txt,Events
What is the timing for the Meet & Greet with the Beep-Boop?,Timings for Meet & Greet with the Beep-Boop are 11:00 AM-11:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_20_MeetGreetwiththeBeepBoop.txt,Events
Who can attend Meet & Greet with the Beep-Boop?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_20_MeetGreetwiththeBeepBoop.txt,Events
Where is Meet & Greet with the Beep-Boop taking place?,Legacy Plaza,Events_data/Documents/Apr-12_Eventno_20_MeetGreetwiththeBeepBoop.txt,Events
Can you tell me more about the Meet & Greet with the Beep-Boop?,"The audible crosswalk annunciator that protected our community at Forbes and Morewood is back! Press the cross button worn smooth by thousands running late to class.  First-years: If you missed it at Homecoming, now is the time to meet the campus legend. Veteran Boopers: Rekindle your love with a Beep-Boop selfie.  Weekend hours:  Thursday: 3-11 p.m. Friday and Saturday: 11 a.m.-11 p.m.  Note: No registration required. Walk-ins welcome. No event fee. This event is open to the entire CMU community and Carnival guests.",Events_data/Documents/Apr-12_Eventno_20_MeetGreetwiththeBeepBoop.txt,Events
What is the timing for the Livestream of Then & Now Presentation?,Timings for Livestream of Then & Now Presentation are 10:00 AM-11:00 AM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_12_LivestreamofThenNowPresentation.txt,Events
Who can attend Livestream of Then & Now Presentation?,Virtual Event: Open to All.,Events_data/Documents/Apr-12_Eventno_12_LivestreamofThenNowPresentation.txt,Events
Where is Livestream of Then & Now Presentation taking place?,Livestream,Events_data/Documents/Apr-12_Eventno_12_LivestreamofThenNowPresentation.txt,Events
Can you tell me more about the Livestream of Then & Now Presentation?,Join the livestream to relive your time as a student and hear about Carnegie Mellon today with a presentation of CMU’s past and present by University Archivist Julia Corrin.  Note: This event is open to the entire CMU Community. Link will be added approximately a week prior to the event.,Events_data/Documents/Apr-12_Eventno_12_LivestreamofThenNowPresentation.txt,Events
What is the timing for the Scotch'n'Soda Theatre Carnival Show: The Little Mermaid?,Timings for Scotch'n'Soda Theatre Carnival Show: The Little Mermaid are 6:00 PM-8:30 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_46_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
Who can attend Scotch'n'Soda Theatre Carnival Show: The Little Mermaid?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_46_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
Where is Scotch'n'Soda Theatre Carnival Show: The Little Mermaid taking place?,"Rangos Ballroom, Cohon University Center",Events_data/Documents/Apr-12_Eventno_46_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
Can you tell me more about the Scotch'n'Soda Theatre Carnival Show: The Little Mermaid?,"Join Scotch'n'Soda Theatre for a performance under the sea! This year, Scotch'n'Soda is thrilled to presentDisney'sThe Little Mermaid! Adapted from the wildly popular animated film and Hans Christian Anderson's original fairytale, the musical follows Ariel, King Triton's youngest daughter, who wishes to explore the world up above and pursues the human Prince Eric. But the bargains and sea witches aren't all that they seem, and Ariel needs the help of her colorful friends, Flounder the fish, Scuttle the seagull and Sebastian the crab to restore order. Sing along with all of your favorite childhood classics, and come be a part of our world! Funded in part by the Student Activities Fee. Tickets will be available online in March and at the door. Cost: $5 for students/faculty/staff; $10 for alumni and guests.Note: Disney's The Little Mermaid is presented through special arrangement with Music Theatre International (MTI). All authorized performance materials are also supplied by MTI.  Cost Tickets will be available online in March and at the door. Cost: $5 for students/faculty/staff; $10 for alumni and guests.  Weekend show times  Thursday: 7-9:30 p.m. Friday: 6-8:30 p.m. and 10 p.m.-12:30 a.m. Saturday: 3-5:30 p.m. and 7-9:30 p.m.",Events_data/Documents/Apr-12_Eventno_46_ScotchnSodaTheatreCarnivalShowTheLittleMermaid.txt,Events
What is the timing for the Booth!?,Timings for Booth! are 11:00 AM-11:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_15_Booth.txt,Events
Who can attend Booth!?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_15_Booth.txt,Events
Where is Booth! taking place?,CFA Parking Lot,Events_data/Documents/Apr-12_Eventno_15_Booth.txt,Events
Can you tell me more about the Booth!?,Booth is #9 on the map.  This year’s theme is “Arcade: Let the Games Begin.” Be sure to check out every booth and cast your vote for the top choice in each category.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.  Weekend hours:  Thursday: 3-11 p.m. Friday & Saturday: 11 a.m.-11 p.m.,Events_data/Documents/Apr-12_Eventno_15_Booth.txt,Events
What is the timing for the Douse-a-Dean?,Timings for Douse-a-Dean are 12:30 PM-3:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_26_DouseaDean.txt,Events
Who can attend Douse-a-Dean?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_26_DouseaDean.txt,Events
Where is Douse-a-Dean taking place?,"Midway, The Cut",Events_data/Documents/Apr-12_Eventno_26_DouseaDean.txt,Events
Can you tell me more about the Douse-a-Dean?,"All proceeds from the event will go to the Special Olympics of Pennsylvania (SOPA). The Carnegie Mellon University Police Department has been involved with SOPA for many years with our police officers, security officers, dispatchers and families volunteering for a number of SOPA activities. The college/school raising the most money will be awarded the Douse-a-Dean Loving Cup to proudly display for the year. Provost James Garrett has made the challenge, and the deans have accepted. Dean dousing schedule will be announced in late March.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.",Events_data/Documents/Apr-12_Eventno_26_DouseaDean.txt,Events
What is the timing for the Preliminary Sweepstakes Races?,Timings for Preliminary Sweepstakes Races are 8:00 AM-12:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_2_PreliminarySweepstakesRaces.txt,Events
Who can attend Preliminary Sweepstakes Races?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_2_PreliminarySweepstakesRaces.txt,Events
Where is Preliminary Sweepstakes Races taking place?,Tech & Frew streets (in-person) and Livestream (virtual),Events_data/Documents/Apr-12_Eventno_2_PreliminarySweepstakesRaces.txt,Events
Can you tell me more about the Preliminary Sweepstakes Races?,"Come watch the CMU tradition where teams compete in an exciting sport best described as a mix between a relay race and bobsled!  Can't make it back to campus? We'll livestream the races through cmuTV. You may also tune into WRCT Radio to hear play-by-play. Register for calendar hold during registration. If you're interested in being a part of our live chat, join our BAA Discord at cmubuggy.org/chat.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.",Events_data/Documents/Apr-12_Eventno_2_PreliminarySweepstakesRaces.txt,Events
What is the timing for the Campus Community Lunch?,Timings for Campus Community Lunch are 11:30 AM-1:30 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_22_CampusCommunityLunch.txt,Events
Who can attend Campus Community Lunch?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_22_CampusCommunityLunch.txt,Events
Where is Campus Community Lunch taking place?,"Between Purnell and Cohon University Center, East/West Walkway (rain location: under CUC loggia)",Events_data/Documents/Apr-12_Eventno_22_CampusCommunityLunch.txt,Events
Can you tell me more about the Campus Community Lunch?,"This complimentary lunch is open to the entire CMU community, while supplies last.  Staff and Faculty: Stop by the Ice Cream Social area during the Campus Community Lunch to meet members of Staff Council. Additionally, members of the Employee Resources Group (ERG) will be around to share information about various opportunities.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.",Events_data/Documents/Apr-12_Eventno_22_CampusCommunityLunch.txt,Events
What is the timing for the Pi Kappa Alpha Alumni Gathering?,Timings for Pi Kappa Alpha Alumni Gathering are 1:00 PM-3:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_28_PiKappaAlphaAlumniGathering.txt,Events
Who can attend Pi Kappa Alpha Alumni Gathering?,Open to PiKA Community.,Events_data/Documents/Apr-12_Eventno_28_PiKappaAlphaAlumniGathering.txt,Events
Where is Pi Kappa Alpha Alumni Gathering taking place?,"Peter, Wright and McKenna Rooms, 2nd Floor, Cohon University Center",Events_data/Documents/Apr-12_Eventno_28_PiKappaAlphaAlumniGathering.txt,Events
Can you tell me more about the Pi Kappa Alpha Alumni Gathering?,"All PiKA undergraduates, alumni of all years, parents and their children are invited to attend this luncheon and are strongly encouraged to RSVP.  Note: Registration required. Walk-ins are welcome as space permits. No event fee. This event is open to the Pi Kappa Alpha community.",Events_data/Documents/Apr-12_Eventno_28_PiKappaAlphaAlumniGathering.txt,Events
What is the timing for the Annual MOBOT Races?,Timings for Annual MOBOT Races are 12:00 PM-2:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_25_AnnualMOBOTRaces.txt,Events
Who can attend Annual MOBOT Races?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_25_AnnualMOBOTRaces.txt,Events
Where is Annual MOBOT Races taking place?,Race Course by Wean Hall,Events_data/Documents/Apr-12_Eventno_25_AnnualMOBOTRaces.txt,Events
Can you tell me more about the Annual MOBOT Races?,"The School of Computer Science welcomes all members of the Carnegie Mellon community to participate in the annual Carnegie Mellon Mobot Races (""MObile roBOTs"") along a slalom course. The competition provides participants an opportunity to demonstrate their technological creativity, while encouraging interdisciplinary teams to attack the challenges in the race course. Sponsored by Lockheed Martin, Boeing, Aptiv and the School of Computer Science.  Interested in competing? Send e-mail to mobot@cs.cmu.edu to have your name added to the list of Mobot ""subscribers."" Please do this even if you were on the list last year. Subscribers will be sent a copy of the official race rules and will be kept informed of race announcements and developments.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.",Events_data/Documents/Apr-12_Eventno_25_AnnualMOBOTRaces.txt,Events
What is the timing for the Here to Stay: Celebrating 40 Years at the Architecture Archives?,Timings for Here to Stay: Celebrating 40 Years at the Architecture Archives are 8:00 AM-6:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_4_HeretoStayCelebrating40YearsattheArchitectureArchives.txt,Events
Who can attend Here to Stay: Celebrating 40 Years at the Architecture Archives?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_4_HeretoStayCelebrating40YearsattheArchitectureArchives.txt,Events
Where is Here to Stay: Celebrating 40 Years at the Architecture Archives taking place?,"Smith Exhibit Space, 1st Floor, Hunt Library",Events_data/Documents/Apr-12_Eventno_4_HeretoStayCelebrating40YearsattheArchitectureArchives.txt,Events
Can you tell me more about the Here to Stay: Celebrating 40 Years at the Architecture Archives?,"For the past 40 years, the Architecture Archives collections at Carnegie Mellon University has documented thousands of projects and the work of hundreds of designers. The exhibition highlights the wide diversity of materials from preliminary sketches to presentation renderings to specifications and photographs to publications and select architectural models which help piece together the rich history of the built environment of Pittsburgh and the region.  Note: No registration required. No event fee. This event is open to the entire CMU community and their guests.",Events_data/Documents/Apr-12_Eventno_4_HeretoStayCelebrating40YearsattheArchitectureArchives.txt,Events
What is the timing for the Design Alumni Gathering?,Timings for Design Alumni Gathering are 2:00 PM-4:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_29_DesignAlumniGathering.txt,Events
Who can attend Design Alumni Gathering?,Open to alumni and families of Design community.,Events_data/Documents/Apr-12_Eventno_29_DesignAlumniGathering.txt,Events
Where is Design Alumni Gathering taking place?,"Room 121 and the Joseph Ballay Center for Design Fusion, Margaret Morrison",Events_data/Documents/Apr-12_Eventno_29_DesignAlumniGathering.txt,Events
Can you tell me more about the Design Alumni Gathering?,"All School of Design alumni and their guests are welcomed to join us in Margaret Morrison to  mingle with fellow alumni and faculty. Mark Baskinger, Director of the Joseph Ballay Center for Design Fusion, we give scheduled presentations to share the progress of the Ballay Center. We look forward to welcoming you back to Maggie Mo.  Note: Registration required. No event fee. This event is open to the Design alumni community and their guests.",Events_data/Documents/Apr-12_Eventno_29_DesignAlumniGathering.txt,Events
What is the timing for the Buggy Alumni Association Information Tent?,Timings for Buggy Alumni Association Information Tent are 8:00 AM-12:00 PM ET on 4/12/24.,Events_data/Documents/Apr-12_Eventno_6_BuggyAlumniAssociationInformationTent.txt,Events
Who can attend Buggy Alumni Association Information Tent?,Open to entire CMU community.,Events_data/Documents/Apr-12_Eventno_6_BuggyAlumniAssociationInformationTent.txt,Events
Where is Buggy Alumni Association Information Tent taking place?,"Tent, Frew Street",Events_data/Documents/Apr-12_Eventno_6_BuggyAlumniAssociationInformationTent.txt,Events
